verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
ADD,US,PBG,Plattsburgh Intl,Plattsburgh,US,44.65,-73.47,0.08,0,0,0,1253,JFK,447,32,BTV
ADD,US,RUT,Rutland-Southern Vermont,Rutland,US,43.53,-72.95,0.06,1,0,0,1238,JFK,329,106,BTV
ADD,US,OWB,Owensboro-Daviess County,Owensboro,US,37.74,-87.17,0.12,0,0,0,1235,JFK,1197,46,EVV
ADD,US,JBR,Jonesboro Municipal,Jonesboro,US,35.83,-90.65,0.13,0,0,0,1172,JFK,1564,107,MEM
ADD,US,DEC,Decatur Airport,Decatur,US,39.83,-88.87,0.105,0,0,0,1130,JFK,1283,55,CMI
ADD,US,CIC,Chico Municipal,Chico,US,39.79,-121.86,0.11,0,0,0,1083,LAX,719,88,RDD
ADD,US,AUG,Augusta State,Augusta,US,44.32,-69.8,0.06,0,0,0,1059,JFK,523,85,PWM
ADD,US,FMN,Four Corners Regional,Farmington,US,36.74,-108.23,0.12,0,0,0,1052,LAX,973,62,DRO
ADD,US,SLK,Adirondack Regional,Saranac Lake,US,44.39,-74.21,0.04,1,0,0,982,JFK,418,85,BTV
ADD,US,RKD,Knox County Regional,Rockland,US,44.06,-69.1,0.04,1,0,0,945,JFK,541,86,BGR
ADD,US,EAT,Pangborn Memorial,Wenatchee,US,47.4,-120.21,0.12,0,0,0,916,LAX,1504,96,YKM
ADD,US,AOO,Altoona-Blair County,Altoona,US,40.3,-78.32,0.04,0,0,0,903,JFK,386,73,SCE
ADD,US,BFD,Bradford Regional,Bradford,US,41.8,-78.64,0.04,0,0,0,891,JFK,426,125,SCE
ADD,US,MWA,Veterans Williamson County,Marion,US,37.75,-89.01,0.06,0,0,0,840,JFK,1349,80,PAH
ADD,US,SWO,Stillwater Regional,Stillwater,US,36.16,-97.09,0.08,0,0,0,833,MEX,1869,97,OKC
ADD,US,CDC,Cedar City Regional,Cedar City,US,37.7,-113.1,0.06,0,0,0,820,LAX,635,82,SGU
ADD,US,PQI,Presque Isle Intl,Presque Isle,US,46.69,-68.04,0.04,0,0,0,792,JFK,815,147,YFC
ADD,US,LWB,Greenbrier Valley,Lewisburg,US,37.86,-80.4,0.03,1,0,0,792,JFK,648,67,HSP
ADD,US,PUW,Pullman-Moscow Regional,Pullman,US,46.74,-117.11,0.08,0,0,0,762,LAX,1427,103,GEG
ADD,US,HOB,Lea County Regional,Hobbs,US,32.69,-103.22,0.05,0,0,0,713,MEX,1530,127,MAF
ADD,US,EKO,Elko Regional,Elko,US,40.82,-115.79,0.05,0,0,0,713,LAX,799,214,TWF
ADD,US,CMX,Houghton County Memorial,Hancock,US,47.17,-88.49,0.043,0,0,0,705,JFK,1381,147,YQT
ADD,US,ROW,Roswell Air Center,Roswell,US,33.3,-104.53,0.05,0,0,0,695,MEX,1634,240,ELP
ADD,US,HRO,Boone County Regional,Harrison,US,36.26,-93.15,0.04,1,0,0,684,JFK,1752,104,XNA
ADD,US,ALW,Walla Walla Regional,Walla Walla,US,46.1,-118.29,0.06,0,0,0,673,LAX,1352,66,PSC
ADD,US,LMT,Crater Lake-Klamath Regional,Klamath Falls,US,42.16,-121.73,0.04,1,0,0,670,LAX,959,97,MFR
ADD,US,LWS,Lewiston-Nez Perce County,Lewiston,US,46.37,-117.02,0.06,0,0,0,667,LAX,1387,144,GEG
ADD,US,UIN,Quincy Regional,Quincy,US,39.94,-91.19,0.04,0,0,0,664,JFK,1476,129,SPI
ADD,US,APN,Alpena County Regional,Alpena,US,45.08,-83.56,0.029,0,0,0,652,JFK,937,164,TVC
ADD,US,GLH,Mid Delta Regional,Greenville,US,33.48,-90.99,0.04,0,0,0,627,JFK,1718,146,MLU
ADD,US,LAR,Laramie Regional,Laramie,US,41.31,-105.67,0.05,0,0,0,609,LAX,1386,74,CYS
ADD,US,CEZ,Cortez Municipal,Cortez,US,37.3,-108.63,0.03,1,0,0,580,LAX,958,80,DRO
ADD,US,GCC,Gillette-Campbell County,Gillette,US,44.35,-105.54,0.05,0,0,0,578,JFK,2620,176,CPR
ADD,US,OTH,Southwest Oregon Regional,North Bend,US,43.42,-124.25,0.03,1,0,0,548,LAX,1169,114,EUG
ADD,US,ENA,Kenai Municipal,Kenai,US,60.57,-151.24,0.06,0,0,0,544,NRT,5450,95,ANC
ADD,US,EAR,Kearney Regional,Kearney,US,40.73,-99.01,0.034,0,0,0,528,JFK,2120,65,GRI
ADD,US,BRL,Southeast Iowa Regional,Burlington,US,40.78,-91.13,0.025,0,0,0,527,JFK,1460,91,MLI
ADD,US,OTM,Ottumwa Regional,Ottumwa,US,41.11,-92.45,0.025,0,0,0,514,JFK,1568,105,CID
ADD,US,SOW,Show Low Regional,Show Low,US,34.27,-110.01,0.02,1,0,0,499,LAX,773,180,FLG
ADD,US,FOD,Fort Dodge Regional,Fort Dodge,US,42.55,-94.19,0.024,0,0,0,487,JFK,1706,98,MCW
ADD,US,PDT,Eastern Oregon Regional,Pendleton,US,45.7,-118.84,0.03,0,0,0,481,LAX,1308,66,PSC
ADD,US,OFK,Norfolk Regional,Norfolk,US,41.99,-97.43,0.025,0,0,0,468,JFK,1975,98,SUX
ADD,US,DDC,Dodge City Regional,Dodge City,US,37.76,-99.97,0.027,0,0,0,466,MEX,2039,69,GCK
ADD,US,SHR,Sheridan County,Sheridan,US,44.77,-106.98,0.03,0,0,0,453,LAX,1551,164,COD
ADD,US,CIU,Chippewa County Intl,Sault Ste Marie,US,46.25,-84.47,0.014,0,0,0,437,JFK,1063,189,TVC
ADD,US,ATY,Watertown Regional,Watertown,US,44.91,-97.15,0.02,0,0,0,420,JFK,1958,116,ABR
ADD,US,HYS,Hays Regional,Hays,US,38.84,-99.27,0.021,0,0,0,410,JFK,2181,140,SLN
ADD,US,LBL,Liberal Mid-America,Liberal,US,37.04,-100.96,0.02,0,0,0,408,MEX,1966,101,GCK
ADD,US,ALS,San Luis Valley Regional,Alamosa,US,37.43,-105.87,0.02,0,0,0,404,LAX,1195,154,PUB
ADD,US,BHB,Hancock County-Bar Harbor,Bar Harbor,US,44.45,-68.36,0.005,1,0,0,327,JFK,613,55,BGR
ADD,US,SPW,Spencer Municipal,Spencer,US,43.17,-95.2,0.011,0,0,0,323,JFK,1790,129,SUX
ADD,US,PLN,Pellston Regional,Pellston,US,45.57,-84.8,0.005,1,0,0,288,JFK,1048,111,TVC
ADD,US,DVL,Devils Lake Regional,Devils Lake,US,48.11,-98.91,0.007,0,0,0,238,JFK,2151,130,GFK
ADD,US,MCK,McCook Ben Nelson Regional,McCook,US,40.21,-100.59,0.007,0,0,0,233,JFK,2261,103,LBF
ADD,US,SDY,Sidney-Richland,Sidney,US,47.71,-104.19,0.006,0,0,0,204,JFK,2530,66,ISN
ADD,US,DUT,Unalaska,Dutch Harbor,US,53.9,-166.54,0.005,0,0,0,179,NRT,4513,713,ADK
ADD,US,GDV,Dawson Community,Glendive,US,47.14,-104.81,0.004,0,0,0,165,JFK,2570,114,MLS
ADD,US,VDZ,Valdez,Valdez,US,61.13,-146.25,0.004,1,0,0,149,NRT,5715,83,CDV
ADD,US,OLF,L.M. Clayton,Wolf Point,US,48.09,-105.57,0.003,0,0,0,141,JFK,2638,144,ISN
ADD,US,GGW,Wokal Field Glasgow,Glasgow,US,48.21,-106.61,0.003,0,0,0,139,JFK,2716,205,MLS
WEAK,US,HNS,Haines,Haines,US,59.24,-135.52,0.002,1,0,0,98,NRT,6337,112,JNU
WEAK,US,SCC,Deadhorse,Deadhorse,US,70.19,-148.46,0.002,0,0,0,97,NRT,5594,328,BRW
WEAK,US,CDB,Cold Bay,Cold Bay,US,55.21,-162.72,0.001,0,0,0,77,NRT,4768,496,DLG
WEAK,US,UNK,Unalakleet,Unalakleet,US,63.89,-160.8,0.001,0,0,0,75,NRT,4981,235,OME
WEAK,US,SDP,Sand Point,Sand Point,US,55.32,-160.52,0.001,0,0,0,75,NRT,4908,431,DLG
WEAK,US,GAL,Edward G. Pitka Sr,Galena,US,64.74,-156.94,0.001,0,0,0,73,NRT,5179,351,OTZ
WEAK,US,GST,Gustavus,Gustavus,US,58.42,-135.7,0.001,1,0,0,69,NRT,6352,66,JNU
WEAK,US,SGY,Skagway,Skagway,US,59.46,-135.32,0.001,1,0,0,69,NRT,6341,129,JNU
WEAK,US,KSM,St Marys,St Marys,US,62.06,-163.3,0.0006,0,0,0,59,NRT,4821,162,BET
WEAK,US,ANI,Aniak,Aniak,US,61.58,-159.54,0.0005,0,0,0,53,NRT,5008,152,BET
WEAK,US,MCG,McGrath,McGrath,US,62.95,-155.61,0.0004,0,0,0,46,NRT,5225,353,ANC
DUPLICATE,US,LCK,Rickenbacker Intl,Columbus,US,39.81,-82.93,2.1,0,0,0,5795,JFK,782,21,CMH
