verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
ADD,SPARSE,LXR,Luxor Intl,Luxor,EG,25.67,32.71,0.5,1,0,0,3152,CAI,510,200,HRG
ADD,MID,MDQ,Astor Piazzolla,Mar del Plata,AR,-37.93,-57.57,0.6,1,0,0,3098,EZE,356,356,EZE
ADD,SPARSE,QOW,Sam Mbakwe,Owerri,NG,5.43,7.21,0.9,0,0,0,3088,LOS,449,55,PHC
ADD,MID,SJP,Prof. Eribelto Manoel Reino,Sao Jose do Rio Preto,BR,-20.82,-49.4,0.5,0,0,0,3082,GRU,419,173,RAO
ADD,SPARSE,PNY,Pondicherry,Puducherry,IN,11.97,79.81,0.65,1,0,0,3077,DEL,1866,120,MAA
ADD,SPARSE,BEN,Benina Intl,Benghazi,LY,32.1,20.27,0.8,0,0,0,3074,CAI,1082,523,CHQ
ADD,SPARSE,AZD,Shahid Sadooghi,Yazd,IR,31.9,54.28,0.6,0,0,0,3046,DXB,747,246,IFN
ADD,MID,OGU,Ordu-Giresun,Ordu,TR,40.97,38.08,0.7,0,0,0,2870,IST,783,130,SZF
ADD,SPARSE,FKI,Kisangani Bangoka,Kisangani,CD,0.49,25.34,1.2,0,0,0,2821,FIH,1226,600,KGL
ADD,MID,TUC,Teniente Benjamin Matienzo,Tucuman,AR,-26.84,-65.1,0.9,0,0,0,2781,EZE,1086,224,SLA
ADD,SPARSE,BOY,Bobo Dioulasso,Bobo-Dioulasso,BF,11.16,-4.33,1,0,0,0,2779,LOS,983,334,OUA
ADD,MID,CXJ,Hugo Cantergiani,Caxias do Sul,BR,-29.2,-51.19,0.51,0,0,0,2775,GRU,795,88,POA
ADD,MID,BRM,Jacinto Lara,Barquisimeto,VE,10.04,-69.36,1.1,0,0,0,2769,BOG,795,243,CUR
ADD,SPARSE,BWX,Banyuwangi,Banyuwangi,ID,-8.31,114.34,0.3,1,0,0,2745,CGK,881,104,DPS
ADD,MID,MQP,Kruger Mpumalanga,Mbombela,ZA,-25.38,31.1,0.7,1,0,0,2725,JNB,298,125,SHO
ADD,MID,PLZ,Chief Dawid Stuurman,Gqeberha,ZA,-33.98,25.61,1.2,0,0,0,2694,JNB,909,535,MSU
ADD,SPARSE,NOV,Albano Machado,Huambo,AO,-12.81,15.76,0.9,0,0,0,2642,FIH,937,519,LAD
ADD,SPARSE,BCD,Bacolod-Silay,Bacolod,PH,10.78,123.01,0.6,0,0,0,2584,MNL,468,57,ILO
ADD,MID,TPQ,Amado Nervo,Tepic,MX,21.42,-104.84,0.4,0,0,0,2565,MEX,640,93,PVR
ADD,SPARSE,AAE,Rabah Bitat,Annaba,DZ,36.82,7.81,0.6,0,0,0,2519,LHR,1755,122,CZL
ADD,MID,PTG,Polokwane Intl,Polokwane,ZA,-23.85,29.46,0.7,0,0,0,2494,JNB,282,282,JNB
ADD,MID,MOC,Mario Ribeiro,Montes Claros,BR,-16.71,-43.82,0.41,0,0,0,2487,GRU,797,325,CNF
ADD,MID,VVC,La Vanguardia,Villavicencio,CO,4.17,-73.61,0.55,0,0,0,2459,BOG,84,84,BOG
ADD,SPARSE,TML,Tamale,Tamale,GH,9.56,-0.86,0.6,0,0,0,2430,LOS,567,318,OUA
ADD,MID,IBE,Perales,Ibague,CO,4.42,-75.13,0.53,0,0,0,2389,BOG,113,71,AXM
ADD,MID,UTH,Udon Thani Intl,Udon Thani,TH,17.38,102.79,0.4,0,0,0,2379,BKK,465,72,VTE
ADD,SPARSE,AGA,Al Massira,Agadir,MA,30.32,-9.41,0.6,1,0,0,2374,LHR,2465,194,RAK
ADD,SPARSE,BAG,Loakan,Baguio,PH,16.38,120.62,0.35,1,0,0,2361,HKG,964,132,CRK
ADD,SPARSE,ASW,Aswan Intl,Aswan,EG,23.96,32.82,0.3,1,0,0,2306,CAI,698,371,HRG
ADD,MID,ELS,East London,East London,ZA,-33.04,27.83,0.8,0,0,0,2289,JNB,769,399,MSU
ADD,SPARSE,PZU,Port Sudan New Intl,Port Sudan,SD,19.43,37.23,0.5,0,0,0,2281,CAI,1325,319,JED
ADD,MID,CAC,Coronel Adalberto Mendes,Cascavel,BR,-25,-53.5,0.33,0,0,0,2273,GRU,734,128,IGR
ADD,MID,CFB,Cabo Frio Intl,Cabo Frio,BR,-22.92,-42.07,0.23,1,0,0,2271,GRU,453,112,SDU
ADD,MID,IPN,Usiminas,Ipatinga,BR,-19.47,-42.49,0.3,0,0,0,2254,GRU,603,156,CNF
ADD,SPARSE,OUD,Angads,Oujda,MA,34.79,-1.92,0.5,0,0,0,2246,LHR,1858,150,ORN
ADD,MID,BLA,Gen. Jose Antonio Anzoategui,Barcelona,VE,10.11,-64.69,0.9,0,0,0,2238,BOG,1204,257,CCS
ADD,MID,BFN,Bram Fischer Intl,Bloemfontein,ZA,-29.09,26.3,0.6,0,0,0,2235,JNB,381,128,MSU
ADD,SPARSE,BUQ,Joshua Mqabuko Nkomo,Bulawayo,ZW,-20.02,28.62,0.7,0,0,0,2198,JNB,681,349,HRE
ADD,SPARSE,DMB,Taraz,Taraz,KZ,42.85,71.3,0.36,0,0,0,2180,DEL,1672,159,CIT
ADD,MID,PZO,Manuel Carlos Piar,Puerto Ordaz,VE,8.29,-62.76,0.9,0,0,0,2171,BOG,1320,300,POS
ADD,MID,LMM,Valle del Fuerte,Los Mochis,MX,25.69,-109.08,0.4,0,0,0,2169,MEX,1240,192,CUL
ADD,SPARSE,MJU,Tampa Padang,Mamuju,ID,-2.58,119.03,0.3,0,0,0,2162,CGK,1427,102,TTR
ADD,MID,CSY,Cheboksary,Cheboksary,RU,56.09,47.35,0.49,0,0,0,2161,SVO,617,132,KZN
ADD,SPARSE,BUG,Benguela,Benguela,AO,-12.61,13.4,0.6,0,0,0,2154,FIH,941,417,LAD
ADD,MID,PSS,Libertador San Martin,Posadas,AR,-27.39,-55.97,0.35,0,0,0,2140,GRU,1050,236,IGR
ADD,MID,CNQ,Camba Punta,Corrientes,AR,-27.45,-58.76,0.4,0,0,0,2136,GRU,1312,275,ASU
ADD,SPARSE,FEG,Fergana,Fergana,UZ,40.36,71.74,0.3,0,0,0,2125,DEL,1400,71,NMA
ADD,MID,SOH,Sohar,Sohar,OM,24.39,56.63,0.2,0,0,0,2121,DXB,160,104,AAN
ADD,MID,RES,Resistencia Intl,Resistencia,AR,-27.45,-59.06,0.4,0,0,0,2120,GRU,1340,290,ASU
ADD,MID,KVX,Pobedilovo,Kirov,RU,58.5,49.35,0.5,0,0,0,2085,SVO,770,307,IJK
ADD,SPARSE,DGH,Deoghar,Deoghar,IN,24.4,86.71,0.2,1,0,0,2082,DEL,1062,182,GAY
ADD,MID,CEN,Ciudad Obregon,Ciudad Obregon,MX,27.39,-109.83,0.4,0,0,0,2078,MEX,1408,225,HMO
ADD,MID,STW,Shpakovskoye,Stavropol,RU,45.11,42.11,0.45,0,0,0,2071,IST,1164,125,MRV
ADD,MID,VDC,Glauber Rocha,Vitoria da Conquista,BR,-14.86,-40.86,0.34,0,0,0,2070,GRU,1120,197,IOS
ADD,SPARSE,GOU,Garoua Intl,Garoua,CM,9.34,13.37,0.6,0,0,0,2058,LOS,1148,281,MIU
ADD,MID,MTR,Los Garzones,Monteria,CO,8.82,-75.83,0.49,0,0,0,2023,BOG,494,184,CTG
ADD,SPARSE,GOM,Goma Intl,Goma,CD,-1.67,29.24,0.7,0,0,0,1981,FIH,1562,105,KGL
ADD,SPARSE,MQX,Alula Aba Nega,Mekelle,ET,13.47,39.53,0.5,0,0,0,1976,DXB,2111,213,ASM
ADD,SPARSE,BLZ,Chileka Intl,Blantyre,MW,-15.68,34.97,0.8,0,0,0,1953,JNB,1355,246,LLW
ADD,SPARSE,SCU,Antonio Maceo,Santiago de Cuba,CU,19.97,-75.84,0.5,0,0,0,1948,JFK,2307,247,KIN
ADD,MID,VDO,Van Don Intl,Ha Long,VN,21.12,107.41,0.2,1,0,0,1934,HKG,684,79,HPH
ADD,MID,VUP,Alfonso Lopez Pumarejo,Valledupar,CO,10.44,-73.25,0.49,0,0,0,1931,BOG,646,131,SMR
ADD,MID,LSC,La Florida,La Serena,CL,-29.92,-71.2,0.4,1,0,0,1922,EZE,1307,388,SCL
ADD,SPARSE,DIR,Aba Tenna Dejazmach,Dire Dawa,ET,9.62,41.85,0.5,0,0,0,1919,DXB,2249,246,HGA
ADD,SPARSE,MRA,Misrata Intl,Misrata,LY,32.33,15.06,0.4,0,0,0,1919,CAI,1572,178,MJI
ADD,MID,NVA,Benito Salas,Neiva,CO,2.95,-75.29,0.36,0,0,0,1890,BOG,232,138,CLO
ADD,SPARSE,GDQ,Gondar,Gondar,ET,12.52,37.43,0.4,1,0,0,1889,CAI,2052,347,ASM
ADD,SPARSE,GHA,Noumerat,Ghardaia,DZ,32.38,3.79,0.4,0,0,0,1884,LHR,2151,482,ALG
ADD,MID,BHI,Comandante Espora,Bahia Blanca,AR,-38.72,-62.17,0.3,0,0,0,1880,EZE,541,519,NQN
ADD,SPARSE,TRK,Juwata,Tarakan,ID,3.33,117.57,0.24,0,0,0,1852,CGK,1604,126,TWU
ADD,MID,CPV,Joao Suassuna,Campina Grande,BR,-7.27,-35.9,0.42,0,0,0,1811,GRU,2122,106,JPA
ADD,DENSE,NTL,Newcastle,Newcastle,AU,-32.79,151.83,0.5,0,0,0,1781,SYD,141,141,SYD
ADD,SPARSE,ARK,Arusha,Arusha,TZ,-3.37,36.63,0.6,1,0,0,1768,NBO,230,49,JRO
ADD,SPARSE,GNS,Binaka,Gunungsitoli,ID,1.17,97.7,0.13,1,0,0,1716,SIN,700,188,DTB
ADD,SPARSE,BEW,Beira,Beira,MZ,-19.8,34.91,0.5,0,0,0,1705,JNB,980,452,HRE
ADD,MID,PSO,Antonio Narino,Pasto,CO,1.4,-77.29,0.35,0,0,0,1704,BOG,506,208,UIO
ADD,MID,PPN,Guillermo Leon Valencia,Popayan,CO,2.45,-76.61,0.32,0,0,0,1701,BOG,370,124,CLO
ADD,SPARSE,AKY,Sittwe,Sittwe,MM,20.13,92.87,0.18,0,0,0,1695,DAC,485,175,CXB
ADD,SPARSE,APL,Nampula,Nampula,MZ,-15.11,39.28,0.7,0,0,0,1689,JNB,1678,587,HAH
ADD,SPARSE,BJR,Bahir Dar,Bahir Dar,ET,11.61,37.32,0.4,0,0,0,1685,CAI,2146,334,ADD
ADD,SPARSE,KOS,Sihanoukville Intl,Sihanoukville,KH,10.58,103.64,0.15,1,0,0,1680,SIN,1026,53,PQC
ADD,SPARSE,HOG,Frank Pais,Holguin,CU,20.79,-76.32,0.35,0,0,0,1659,JFK,2220,304,MBJ
ADD,SPARSE,MVR,Salak,Maroua,CM,10.45,14.26,0.4,0,0,0,1625,LOS,1277,202,MIU
ADD,MID,OGZ,Beslan,Vladikavkaz,RU,43.21,44.61,0.3,0,0,0,1623,IST,1322,167,MRV
ADD,MID,JUJ,Gobernador Horacio Guzman,Jujuy,AR,-24.39,-65.1,0.3,0,0,0,1609,GRU,1895,65,SLA
ADD,SPARSE,NLA,Simon Mwansa Kapwepwe,Ndola,ZM,-12.99,28.66,0.5,0,0,0,1606,FIH,1738,261,LUN
ADD,MID,PMV,Del Caribe,Porlamar,VE,10.91,-63.97,0.4,1,0,0,1592,BOG,1316,267,GND
ADD,MID,GRV,Severny,Grozny,RU,43.39,45.7,0.3,0,0,0,1587,IST,1412,171,MCX
ADD,MID,SRE,Juana Azurduy,Sucre,BO,-19.01,-65.29,0.3,0,0,0,1568,GRU,2010,200,CBB
ADD,SPARSE,BMU,Sultan M. Salahuddin,Bima,ID,-8.54,118.69,0.15,0,0,0,1557,CGK,1353,114,TMC
ADD,SPARSE,BEJ,Kalimarau,Berau,ID,2.16,117.43,0.13,1,0,0,1532,CGK,1510,252,TWU
ADD,SPARSE,MBI,Songwe,Mbeya,TZ,-9.01,33.27,0.5,0,0,0,1502,FIH,2034,534,LLW
ADD,MID,CJA,Mayor Armando Revoredo,Cajamarca,PE,-7.14,-78.49,0.28,0,0,0,1484,LIM,563,125,TRU
ADD,MID,NAL,Nalchik,Nalchik,RU,43.51,43.64,0.24,0,0,0,1480,IST,1247,91,MRV
ADD,MID,IMP,Prefeito Renato Moreira,Imperatriz,BR,-5.53,-47.46,0.26,0,0,0,1465,GRU,1993,187,MAB
ADD,MID,CTM,Chetumal Intl,Chetumal,MX,18.5,-88.33,0.17,0,0,0,1454,MEX,1134,107,BZE
ADD,MID,MEC,Eloy Alfaro,Manta,EC,-0.95,-80.68,0.26,1,0,0,1411,BOG,960,161,GYE
ADD,MID,KBV,Krabi Intl,Krabi,TH,8.1,98.99,0.1,1,0,0,1408,SIN,932,74,HKT
ADD,MID,TCQ,Coronel Carlos Ciriani,Tacna,PE,-18.05,-70.27,0.3,0,0,0,1403,GRU,2543,236,AQP
ADD,SPARSE,ELD,Eldoret Intl,Eldoret,KE,0.4,35.24,0.4,0,0,0,1355,DXB,3508,79,KIS
ADD,SPARSE,AYJ,Maharishi Valmiki,Ayodhya,IN,26.72,82.15,0.06,1,0,0,1327,DEL,538,125,LKO
ADD,MID,SCW,Syktyvkar,Syktyvkar,RU,61.65,50.84,0.23,0,0,0,1327,SVO,995,507,PEE
ADD,SPARSE,DOD,Dodoma,Dodoma,TZ,-6.17,35.75,0.4,0,0,0,1313,DAR,389,338,JRO
ADD,MID,MJT,Mytilene,Lesvos,GR,39.05,26.6,0.09,1,0,0,1311,IST,306,97,ADB
ADD,MID,ARI,Chacalluta,Arica,CL,-18.35,-70.34,0.25,0,0,0,1282,GRU,2540,243,IQQ
ADD,SPARSE,HJR,Khajuraho,Khajuraho,IN,24.81,79.92,0.05,1,0,0,1225,DEL,502,136,REW
ADD,SPARSE,UEL,Quelimane,Quelimane,MZ,-17.86,36.87,0.3,0,0,0,1219,JNB,1279,560,LLW
ADD,MID,CRD,Gen. E. Mosconi,Comodoro Rivadavia,AR,-45.78,-67.47,0.2,0,0,0,1199,EZE,1433,595,BRC
ADD,SPARSE,LVI,Harry Mwanga Nkumbula,Livingstone,ZM,-17.82,25.82,0.2,1,0,0,1192,JNB,957,347,MUB
ADD,MID,OPS,Presidente Joao Figueiredo,Sinop,BR,-11.88,-55.59,0.14,0,0,0,1175,GRU,1606,423,CGB
ADD,MID,GRJ,George,George,ZA,-34.01,22.38,0.2,1,0,0,1165,JNB,1041,349,CPT
ADD,SPARSE,TZL,Tuzla Intl,Tuzla,BA,44.46,18.72,0.12,0,0,0,1163,LHR,1619,78,SJJ
ADD,MID,ZAL,Pichoy,Valdivia,CL,-39.65,-73.09,0.18,0,0,0,1148,EZE,1394,89,ZCO
ADD,SPARSE,EUN,Hassan I,Laayoune,MA,27.15,-13.22,0.2,0,0,0,1145,LHR,2909,158,FUE
ADD,SPARSE,DGT,Sibulan,Dumaguete,PH,9.33,123.3,0.13,0,0,0,1145,MNL,627,71,TAG
ADD,SPARSE,ENE,H. Hasan Aroeboesman,Ende,ID,-8.85,121.66,0.09,0,0,0,1114,CGK,1681,68,MNK
ADD,SPARSE,POG,Port-Gentil,Port-Gentil,GA,-0.71,8.75,0.15,0,0,0,1106,FIH,848,149,LBV
ADD,SPARSE,LAE,Nadzab,Lae,PG,-6.57,146.73,0.2,0,0,0,1097,HND,4740,281,HGU
ADD,SPARSE,JIM,Aba Segud,Jimma,ET,7.66,36.82,0.2,0,0,0,1094,CAI,2560,263,ADD
ADD,SPARSE,DAV,Enrique Malek,David,PA,8.39,-82.43,0.15,0,0,0,1067,MEX,2173,264,SJO
ADD,MID,PXM,Puerto Escondido,Puerto Escondido,MX,15.87,-97.09,0.05,1,0,0,1057,MEX,449,89,HUX
ADD,MID,REL,Almirante Zar,Trelew,AR,-43.21,-65.27,0.1,1,0,0,1015,EZE,1099,532,NQN
ADD,SPARSE,FRS,Mundo Maya,Flores,GT,16.91,-89.87,0.06,1,0,0,981,MEX,1012,180,BZE
ADD,SPARSE,RMF,Marsa Alam Intl,Marsa Alam,EG,25.56,34.58,0.05,1,0,0,971,CAI,595,196,HRG
ADD,SPARSE,TMM,Toamasina,Toamasina,MG,-18.11,49.39,0.3,0,0,0,969,DEL,5983,216,TNR
ADD,SPARSE,POL,Pemba,Pemba,MZ,-12.99,40.52,0.2,1,0,0,933,JNB,1944,340,HAH
ADD,SPARSE,SPN,Saipan Intl,Saipan,MP,15.12,145.73,0.05,1,0,0,905,HND,2348,208,GUM
ADD,SPARSE,MJN,Amborovy,Mahajanga,MG,-15.67,46.35,0.25,0,0,0,897,JNB,2208,368,TNR
ADD,SPARSE,ESU,Mogador,Essaouira,MA,31.4,-9.68,0.08,1,0,0,886,LHR,2356,157,RAK
ADD,SPARSE,OHD,Ohrid St Paul,Ohrid,MK,41.18,20.74,0.05,1,0,0,872,IST,669,89,TIA
ADD,SPARSE,TMR,Aguenar,Tamanrasset,DZ,22.81,5.45,0.1,1,0,0,840,LHR,3227,1093,NIM
ADD,SPARSE,VIL,Dakhla,Dakhla,MA,23.72,-15.93,0.1,1,0,0,821,LHR,3358,471,LPA
ADD,SPARSE,WMX,Wamena,Wamena,ID,-4.1,138.95,0.1,0,0,0,814,HND,4410,233,TIM
ADD,SPARSE,AXU,Axum,Axum,ET,14.15,38.77,0.07,1,0,0,812,CAI,1929,128,ASM
ADD,MID,CZS,Cruzeiro do Sul,Cruzeiro do Sul,BR,-7.6,-72.77,0.09,0,0,0,811,LIM,684,415,TPP
ADD,MID,PEM,Padre Aldamiz,Puerto Maldonado,PE,-12.62,-69.23,0.08,1,0,0,798,LIM,859,311,CUZ
ADD,SPARSE,INH,Inhambane,Inhambane,MZ,-23.88,35.41,0.08,1,0,0,796,JNB,764,365,MPM
ADD,SPARSE,RAB,Tokua,Rabaul,PG,-4.34,152.38,0.1,0,0,0,789,HND,4626,804,POM
ADD,SPARSE,FPO,Grand Bahama Intl,Freeport,BS,26.56,-78.7,0.05,1,0,0,786,JFK,1630,140,PBI
ADD,MID,HMA,Khanty-Mansiysk,Khanty-Mansiysk,RU,61.03,69.09,0.1,0,0,0,778,DEL,3659,234,SGC
ADD,SPARSE,WVB,Walvis Bay,Walvis Bay,NA,-22.98,14.65,0.1,1,0,0,747,JNB,1418,295,WDH
ADD,SPARSE,ENI,El Nido,El Nido,PH,11.2,119.42,0.04,1,0,0,747,MNL,407,126,USU
ADD,MID,RGL,Piloto Civil N. Fernandez,Rio Gallegos,AR,-51.61,-69.31,0.1,0,0,0,733,EZE,2056,187,PUQ
ADD,MID,BBA,Balmaceda,Balmaceda,CL,-45.92,-71.69,0.06,1,0,0,683,EZE,1659,486,FTE
ADD,SPARSE,MPH,Godofredo P. Ramos,Caticlan,PH,11.92,121.95,0.03,1,0,0,669,MNL,305,54,KLO
ADD,SPARSE,VRA,Juan Gualberto Gomez,Varadero,CU,23.03,-81.44,0.04,1,0,0,647,MEX,1869,99,HAV
ADD,DENSE,HLZ,Hamilton,Hamilton,NZ,-37.87,175.33,0.18,0,0,0,646,HND,8947,107,AKL
ADD,SPARSE,DIE,Arrachart,Antsiranana,MG,-12.35,49.29,0.1,0,0,0,603,DXB,4232,661,HAH
ADD,SPARSE,VFA,Victoria Falls,Victoria Falls,ZW,-18.1,25.84,0.05,1,0,0,601,JNB,926,328,MUB
ADD,MID,LET,Alfredo Vasquez Cobo,Leticia,CO,-4.19,-69.94,0.05,1,0,0,597,BOG,1094,149,TCD
ADD,MID,TBT,Tabatinga,Tabatinga,BR,-4.25,-69.94,0.06,0,0,0,594,BOG,1100,155,TCD
ADD,SPARSE,NOS,Fascene,Nosy Be,MG,-13.31,48.31,0.08,1,0,0,582,DXB,4355,582,HAH
ADD,SPARSE,MAG,Madang,Madang,PG,-5.21,145.79,0.05,0,0,0,562,HND,4576,179,HGU
ADD,SPARSE,FTU,Tolagnaro,Fort Dauphin,MG,-25.04,46.96,0.07,1,0,0,560,JNB,1880,696,TNR
ADD,DENSE,DUD,Dunedin,Dunedin,NZ,-45.93,170.2,0.13,0,0,0,551,CGK,7491,152,ZQN
ADD,MID,UYU,Joya Andina,Uyuni,BO,-20.45,-66.85,0.03,1,0,0,531,GRU,2126,311,CJC
ADD,DENSE,BME,Broome Intl,Broome,AU,-17.95,122.23,0.02,1,0,0,520,CGK,2141,465,PHE
ADD,SPARSE,LLI,Lalibela,Lalibela,ET,11.98,38.98,0.03,1,0,0,515,DXB,2266,334,ADD
ADD,MID,GPS,Seymour,Galapagos,EC,-0.45,-90.27,0.03,1,0,0,499,MEX,2411,1171,GYE
ADD,DENSE,ASP,Alice Springs,Alice Springs,AU,-23.81,133.9,0.03,1,0,0,491,CGK,3512,1307,DRW
ADD,SPARSE,IAO,Sayak,Siargao,PH,9.86,126.01,0.02,1,0,0,488,HND,3178,59,SUG
ADD,SPARSE,GAN,Gan Intl,Gan,MV,-0.69,73.16,0.02,1,0,0,408,DEL,3279,544,MLE
ADD,DENSE,NPE,Hawke's Bay,Napier,NZ,-39.47,176.87,0.07,0,0,0,395,HND,9168,132,GIS
ADD,SPARSE,MFU,Mfuwe,Mfuwe,ZM,-13.26,31.94,0.02,1,0,0,329,JNB,1482,207,LLW
ADD,SPARSE,BVC,Aristides Pereira Intl,Boa Vista,CV,16.14,-22.89,0.02,1,0,0,310,LHR,4403,67,SID
ADD,SPARSE,BOB,Bora Bora,Bora Bora,PF,-16.44,-151.75,0.01,1,0,0,163,NRT,9191,259,PPT
ADD,MID,FEN,Fernando de Noronha,Fernando de Noronha,BR,-3.85,-32.42,0.003,1,0,0,151,GRU,2649,391,NAT
WEAK,DENSE,AYQ,Ayers Rock Connellan,Uluru,AU,-25.19,130.98,0.001,1,0,0,92,CGK,3345,1305,ADL
DUPLICATE,SPARSE,HBE,Borg El Arab,Alexandria,EG,30.92,29.7,5.2,0,0,0,10294,CAI,186,37,ALY
DUPLICATE,SPARSE,LHK,Wudangshan,Shiyan,CN,32.59,110.91,3.4,1,0,0,8519,PVG,1040,0,WDS
DUPLICATE,MID,TLC,Lic. Adolfo Lopez Mateos,Toluca,MX,19.34,-99.57,2.2,0,0,0,7297,MEX,54,54,MEX
DUPLICATE,SPARSE,NSI,Yaounde Nsimalen,Yaounde,CM,3.72,11.55,4,0,0,0,5584,LOS,965,0,YAO
DUPLICATE,DENSE,KMQ,Komatsu,Kanazawa,JP,36.39,136.41,0.7,0,0,0,5213,HND,317,75,TOY
DUPLICATE,DENSE,OKJ,Okayama Momotaro,Okayama,JP,34.76,133.86,0.7,0,0,0,4846,HND,545,63,TAK
