verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
EXISTS,SPARSE,HLD,Dongshan,Hulunbuir,CN,49.2,119.83,2.5,1,0,0,0,,0,0,HLD
EXISTS,SPARSE,BAV,Donghe,Baotou,CN,40.56,109.99,2.7,0,0,0,0,,0,0,BAV
EXISTS,SPARSE,DSN,Ordos Ejin Horo,Ordos,CN,39.49,109.86,2.2,0,0,0,0,,0,0,DSN
EXISTS,SPARSE,NDG,Sanjiazi,Qiqihar,CN,47.24,123.92,5.3,0,0,0,0,,0,0,NDG
EXISTS,SPARSE,MDG,Hailang,Mudanjiang,CN,44.52,129.57,2.5,0,0,0,0,,0,0,MDG
EXISTS,SPARSE,JMU,Dongjiao,Jiamusi,CN,46.84,130.46,2.3,0,0,0,0,,0,0,JMU
EXISTS,SPARSE,YNJ,Chaoyangchuan,Yanji,CN,42.88,129.45,2.1,0,0,0,0,,0,0,YNJ
EXISTS,SPARSE,JNZ,Xiaolingzi,Jinzhou,CN,41.1,121.06,3,0,0,0,0,,0,0,JNZ
EXISTS,SPARSE,TGO,Tongliao,Tongliao,CN,43.55,122.2,2.8,0,0,0,0,,0,0,TGO
EXISTS,SPARSE,CIF,Yulong,Chifeng,CN,42.23,118.91,4.3,0,0,0,0,,0,0,CIF
EXISTS,SPARSE,DLU,Dali,Dali,CN,25.65,100.32,0.7,1,0,0,0,,0,0,DLU
EXISTS,SPARSE,LJG,Sanyi,Lijiang,CN,26.68,100.24,1.3,1,0,0,0,,0,0,LJG
EXISTS,SPARSE,JHG,Gasa,Xishuangbanna,CN,21.97,100.76,1.3,1,0,0,0,,0,0,JHG
EXISTS,SPARSE,DIG,Shangri-La,Diqing,CN,27.79,99.68,0.4,1,0,0,0,,0,0,DIG
EXISTS,SPARSE,ZAT,Zhaotong,Zhaotong,CN,27.33,103.75,5.2,0,0,0,0,,0,0,ZAT
EXISTS,SPARSE,LUM,Mangshi,Dehong,CN,24.4,98.53,1.3,0,0,0,0,,0,0,LUM
EXISTS,SPARSE,BSD,Yunrui,Baoshan,CN,25.05,99.17,2.4,0,0,0,0,,0,0,BSD
EXISTS,SPARSE,SYM,Simao,Pu'er,CN,22.79,100.96,2.5,1,0,0,0,,0,0,SYM
EXISTS,SPARSE,MIG,Nanjiao,Mianyang,CN,31.43,104.74,4.9,0,0,0,0,,0,0,MIG
EXISTS,SPARSE,NAO,Gaoping,Nanchong,CN,30.97,106.16,5.6,0,0,0,0,,0,0,NAO
EXISTS,SPARSE,LZO,Yunlong,Luzhou,CN,28.85,105.4,4.3,0,0,0,0,,0,0,LZO
EXISTS,SPARSE,YBP,Wuliangye,Yibin,CN,28.8,104.53,4.6,0,0,0,0,,0,0,YBP
EXISTS,SPARSE,DAX,Heshi,Dazhou,CN,31.13,107.43,5.4,0,0,0,0,,0,0,DAX
EXISTS,SPARSE,XIC,Qingshan,Xichang,CN,27.99,102.18,1.3,0,0,0,0,,0,0,XIC
EXISTS,SPARSE,JZH,Jiuzhaigou Huanglong,Jiuzhaigou,CN,32.85,103.68,0.2,1,0,0,0,,0,0,JZH
EXISTS,SPARSE,WXN,Wuqiao,Wanzhou,CN,30.84,108.41,1.6,0,0,0,0,,0,0,WXN
EXISTS,SPARSE,ACX,Wanfenglin,Xingyi,CN,25.09,104.96,0.9,0,0,0,0,,0,0,ACX
EXISTS,SPARSE,AVA,Huangguoshu,Anshun,CN,26.26,105.87,2.5,1,0,0,0,,0,0,AVA
EXISTS,SPARSE,TEN,Fenghuangshan,Tongren,CN,27.88,109.31,3.1,0,0,0,0,,0,0,TEN
EXISTS,SPARSE,BFJ,Feixiong,Bijie,CN,27.27,105.47,6,0,0,0,0,,0,0,BFJ
EXISTS,SPARSE,LPF,Yuezhao,Liupanshui,CN,26.61,104.97,2.8,0,0,0,0,,0,0,LPF
EXISTS,SPARSE,HZG,Chenggu,Hanzhong,CN,33.13,107.01,3.2,0,0,0,0,,0,0,HZG
EXISTS,SPARSE,ENY,Nanniwan,Yan'an,CN,36.64,109.55,2,0,0,0,0,,0,0,ENY
EXISTS,SPARSE,UYN,Yuyang,Yulin,CN,38.27,109.59,3.6,0,0,0,0,,0,0,UYN
EXISTS,SPARSE,DNH,Mogao,Dunhuang,CN,40.16,94.81,0.2,1,0,0,0,,0,0,DNH
EXISTS,SPARSE,JGN,Jiayuguan,Jiayuguan,CN,39.86,98.34,0.3,1,0,0,0,,0,0,JGN
EXISTS,SPARSE,ZHY,Shapotou,Zhongwei,CN,37.57,105.15,1.1,1,0,0,0,,0,0,ZHY
EXISTS,SPARSE,KRL,Korla,Korla,CN,41.7,86.13,0.6,0,0,0,0,,0,0,KRL
EXISTS,SPARSE,AKU,Aksu,Aksu,CN,41.26,80.29,0.6,0,0,0,0,,0,0,AKU
EXISTS,SPARSE,KHG,Kashgar,Kashgar,CN,39.54,76.02,0.7,0,0,0,0,,0,0,KHG
EXISTS,SPARSE,HTN,Hotan,Hotan,CN,37.04,79.86,0.4,0,0,0,0,,0,0,HTN
EXISTS,SPARSE,YIN,Yining,Yining,CN,43.96,81.33,0.6,0,0,0,0,,0,0,YIN
EXISTS,SPARSE,KRY,Karamay,Karamay,CN,45.47,84.95,0.4,0,0,0,0,,0,0,KRY
EXISTS,SPARSE,HMI,Hami,Hami,CN,42.84,93.67,0.6,0,0,0,0,,0,0,HMI
EXISTS,SPARSE,KJI,Kanas,Burqin,CN,48.22,86.99,0.1,1,0,0,0,,0,0,KJI
EXISTS,SPARSE,XFN,Liuji,Xiangyang,CN,32.15,112.29,5.5,0,0,0,0,,0,0,XFN
EXISTS,SPARSE,ENH,Xujiaping,Enshi,CN,30.32,109.49,3.4,1,0,0,0,,0,0,ENH
EXISTS,SPARSE,YIH,Sanxia,Yichang,CN,30.56,111.48,4,0,0,0,0,,0,0,YIH
EXISTS,SPARSE,HJJ,Zhijiang,Huaihua,CN,27.44,109.7,4.9,0,0,0,0,,0,0,HJJ
EXISTS,SPARSE,CGD,Taohuayuan,Changde,CN,28.92,111.64,5.3,0,0,0,0,,0,0,CGD
EXISTS,SPARSE,JGS,Jinggangshan,Ji'an,CN,26.86,114.74,1,1,0,0,0,,0,0,JGS
EXISTS,SPARSE,JDZ,Luojia,Jingdezhen,CN,29.34,117.18,1.6,1,0,0,0,,0,0,JDZ
EXISTS,SPARSE,YNT,Penglai,Yantai,CN,37.4,121.37,7.1,0,0,0,0,,0,0,YNT
EXISTS,SPARSE,WEF,Nanyuan,Weifang,CN,36.65,119.12,9.4,0,0,0,0,,0,0,WEF
EXISTS,SPARSE,JNG,Da'an,Jining,CN,35.29,116.35,8.4,0,0,0,0,,0,0,JNG
EXISTS,SPARSE,LYI,Qiyang,Linyi,CN,35.05,118.41,11,0,0,0,0,,0,0,LYI
EXISTS,SPARSE,RIZ,Shanzihe,Rizhao,CN,35.4,119.32,2.9,1,0,0,0,,0,0,RIZ
EXISTS,SPARSE,LYA,Beijiao,Luoyang,CN,34.74,112.39,7,0,0,0,0,,0,0,LYA
EXISTS,SPARSE,NNY,Jiangying,Nanyang,CN,32.98,112.62,9.7,0,0,0,0,,0,0,NNY
EXISTS,SPARSE,DAT,Yungang,Datong,CN,40.06,113.48,3.1,0,0,0,0,,0,0,DAT
EXISTS,SPARSE,YCU,Zhangxiao,Yuncheng,CN,35.12,111.03,4.8,0,0,0,0,,0,0,YCU
EXISTS,SPARSE,IXJ,Jammu,Jammu,IN,32.69,74.84,0.65,0,0,0,0,,0,0,IXJ
EXISTS,SPARSE,SXR,Sheikh ul-Alam Intl,Srinagar,IN,33.99,74.77,1.5,1,0,0,0,,0,0,SXR
EXISTS,SPARSE,DED,Jolly Grant,Dehradun,IN,30.19,78.18,0.8,1,0,0,0,,0,0,DED
EXISTS,SPARSE,GAY,Gaya Intl,Gaya,IN,24.74,84.95,0.5,1,0,0,0,,0,0,GAY
EXISTS,SPARSE,IXW,Sonari,Jamshedpur,IN,22.81,86.17,1.6,0,0,0,0,,0,0,IXW
EXISTS,SPARSE,IXR,Birsa Munda,Ranchi,IN,23.31,85.32,1.5,0,0,0,0,,0,0,IXR
EXISTS,SPARSE,DBR,Darbhanga,Darbhanga,IN,26.19,85.92,0.4,0,0,0,0,,0,0,DBR
EXISTS,SPARSE,GWL,Rajmata Scindia,Gwalior,IN,26.29,78.22,1.2,0,0,0,0,,0,0,GWL
EXISTS,SPARSE,JLR,Jabalpur,Jabalpur,IN,23.18,80.05,1.4,0,0,0,0,,0,0,JLR
EXISTS,SPARSE,BHO,Raja Bhoj,Bhopal,IN,23.28,77.34,2.4,0,0,0,0,,0,0,BHO
EXISTS,SPARSE,RPR,Swami Vivekananda,Raipur,IN,21.18,81.74,1.5,0,0,0,0,,0,0,RPR
EXISTS,SPARSE,BDQ,Vadodara,Vadodara,IN,22.34,73.21,2.2,0,0,0,0,,0,0,BDQ
EXISTS,SPARSE,STV,Surat,Surat,IN,21.11,72.74,6.9,0,0,0,0,,0,0,STV
EXISTS,SPARSE,RAJ,Rajkot,Rajkot,IN,22.3,70.78,1.6,0,0,0,0,,0,0,RAJ
EXISTS,SPARSE,BHJ,Bhuj,Bhuj,IN,23.29,69.67,0.2,0,0,0,0,,0,0,BHJ
EXISTS,SPARSE,JDH,Jodhpur,Jodhpur,IN,26.25,73.05,1.3,1,0,0,0,,0,0,JDH
EXISTS,SPARSE,BKB,Nal,Bikaner,IN,28.07,73.21,0.7,0,0,0,0,,0,0,BKB
EXISTS,SPARSE,JSA,Jaisalmer,Jaisalmer,IN,26.89,70.86,0.08,1,0,0,0,,0,0,JSA
EXISTS,SPARSE,IXU,Aurangabad,Aurangabad,IN,19.86,75.4,1.4,1,0,0,0,,0,0,IXU
EXISTS,SPARSE,NDC,Nanded,Nanded,IN,19.18,77.32,0.6,0,0,0,0,,0,0,NDC
EXISTS,SPARSE,KLH,Kolhapur,Kolhapur,IN,16.66,74.29,0.7,0,0,0,0,,0,0,KLH
EXISTS,SPARSE,HBX,Hubli,Hubli,IN,15.36,75.08,1,0,0,0,0,,0,0,HBX
EXISTS,SPARSE,IXM,Madurai,Madurai,IN,9.83,78.09,1.6,1,0,0,0,,0,0,IXM
EXISTS,SPARSE,TRZ,Tiruchirappalli Intl,Tiruchirappalli,IN,10.76,78.71,1,0,0,0,0,,0,0,TRZ
EXISTS,SPARSE,CJB,Coimbatore Intl,Coimbatore,IN,11.03,77.04,2.5,0,0,0,0,,0,0,CJB
EXISTS,SPARSE,SXV,Salem,Salem,IN,11.78,78.07,0.9,0,0,0,0,,0,0,SXV
EXISTS,SPARSE,TCR,Tuticorin,Thoothukudi,IN,8.72,78.02,0.5,0,0,0,0,,0,0,TCR
EXISTS,SPARSE,RJA,Rajahmundry,Rajahmundry,IN,17.11,81.82,0.6,0,0,0,0,,0,0,RJA
EXISTS,SPARSE,VGA,Vijayawada,Vijayawada,IN,16.53,80.8,1.6,0,0,0,0,,0,0,VGA
EXISTS,SPARSE,TIR,Tirupati,Tirupati,IN,13.63,79.54,0.5,1,0,0,0,,0,0,TIR
EXISTS,SPARSE,IXZ,Veer Savarkar,Port Blair,IN,11.64,92.73,0.14,1,0,0,0,,0,0,IXZ
EXISTS,SPARSE,IMF,Imphal,Imphal,IN,24.76,93.9,0.5,0,0,0,0,,0,0,IMF
EXISTS,SPARSE,DMU,Dimapur,Dimapur,IN,25.88,93.77,0.4,0,0,0,0,,0,0,DMU
EXISTS,SPARSE,DIB,Dibrugarh,Dibrugarh,IN,27.48,95.02,0.15,0,0,0,0,,0,0,DIB
EXISTS,SPARSE,JRH,Jorhat,Jorhat,IN,26.73,94.18,0.15,0,0,0,0,,0,0,JRH
EXISTS,SPARSE,AJL,Lengpui,Aizawl,IN,23.84,92.62,0.3,0,0,0,0,,0,0,AJL
EXISTS,SPARSE,IXS,Silchar,Silchar,IN,24.91,92.98,0.2,0,0,0,0,,0,0,IXS
EXISTS,SPARSE,IXD,Prayagraj,Prayagraj,IN,25.44,81.73,1.2,0,0,0,0,,0,0,IXD
EXISTS,SPARSE,AGR,Agra,Agra,IN,27.16,77.96,1.7,1,0,0,0,,0,0,AGR
EXISTS,SPARSE,KUU,Bhuntar,Kullu,IN,31.88,77.15,0.05,1,0,0,0,,0,0,KUU
EXISTS,SPARSE,DHM,Gaggal,Dharamshala,IN,32.16,76.26,0.05,1,0,0,0,,0,0,DHM
EXISTS,SPARSE,IXB,Bagdogra,Siliguri,IN,26.68,88.33,0.7,1,0,0,0,,0,0,IXB
EXISTS,SPARSE,MYQ,Mysore,Mysore,IN,12.23,76.65,1,1,0,0,0,,0,0,MYQ
EXISTS,SPARSE,SAG,Shirdi,Shirdi,IN,19.69,74.38,0.1,1,0,0,0,,0,0,SAG
