verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
ADD,SPARSE,TJS,Tanjung Selor,Tanjung Selor,ID,2.84,117.37,0.1,0,0,0,1211,CGK,1552,59,TRK
ADD,MID,NSK,Alykel,Norilsk,RU,69.31,87.33,0.18,0,0,0,1019,HND,4895,580,NUX
ADD,SPARSE,KMU,Kismayo,Kismayo,SO,-0.38,42.46,0.2,0,0,0,1016,DXB,3170,270,LAU
ADD,MID,KLX,Kalamata,Kalamata,GR,37.07,22.03,0.07,1,0,0,1009,IST,742,127,ZTH
ADD,MID,KYZ,Kyzyl,Kyzyl,RU,51.67,94.4,0.12,0,0,0,966,DEL,2944,307,ABA
ADD,SPARSE,MQQ,Moundou,Moundou,TD,8.62,16.07,0.14,0,0,0,926,LOS,1423,284,MVR
ADD,SPARSE,MYW,Mtwara,Mtwara,TZ,-10.34,40.18,0.2,0,0,0,925,DAR,400,297,POL
ADD,SPARSE,MZI,Mopti Ambodedjo,Mopti,ML,14.51,-4.08,0.12,0,0,0,909,LOS,1196,367,OUA
ADD,MID,NER,Chulman Neryungri,Neryungri,RU,56.91,124.91,0.06,0,0,0,854,HND,2623,472,OHE
ADD,SPARSE,ARD,Mali,Alor,ID,-8.13,124.6,0.06,0,0,0,847,CGK,1992,112,DIL
ADD,SPARSE,GAQ,Gao,Gao,ML,16.25,-0.01,0.1,0,0,0,843,LOS,1135,388,NIM
ADD,MID,SMI,Samos,Samos,GR,37.69,26.91,0.04,1,0,0,840,IST,427,70,ADB
ADD,MID,RGK,Gorno-Altaysk,Gorno-Altaysk,RU,51.97,85.83,0.06,1,0,0,785,DEL,2702,216,NOZ
ADD,MID,NOJ,Noyabrsk,Noyabrsk,RU,63.18,75.27,0.1,0,0,0,754,DEL,3852,226,SGC
ADD,MID,VKT,Vorkuta,Vorkuta,RU,67.49,63.99,0.06,0,0,0,545,SVO,1870,446,NYM
ADD,SPARSE,MOQ,Morondava,Morondava,MG,-20.28,44.32,0.06,1,0,0,532,JNB,1766,350,TLE
ADD,SPARSE,HWN,Hwange Nat. Park,Hwange,ZW,-18.63,27.02,0.02,1,0,0,389,JNB,843,138,VFA
DUPLICATE,DENSE,BES,Brest Bretagne,Brest,FR,48.45,-4.42,0.3,0,0,0,2543,LHR,440,47,MXN
DUPLICATE,DENSE,EAS,San Sebastian,San Sebastian,ES,43.36,-1.79,0.3,0,0,0,2211,LHR,907,24,BIQ
DUPLICATE,DENSE,RMI,Federico Fellini,Rimini,IT,44.02,12.61,0.15,1,0,0,1555,LHR,1277,75,AOI
DUPLICATE,DENSE,PEG,San Francesco,Perugia,IT,43.1,12.51,0.16,0,0,0,1436,LHR,1346,90,AOI
DUPLICATE,DENSE,TPS,Vincenzo Florio,Trapani,IT,37.91,12.49,0.07,1,0,0,932,LHR,1816,61,PMO
DUPLICATE,DENSE,MOL,Molde Aro,Molde,NO,62.74,7.26,0.06,0,0,0,882,LHR,1335,50,KSU
EXISTS,SPARSE,ZYI,Xinzhou,Zunyi,CN,27.59,107,6.6,0,0,0,0,,0,0,ZYI
EXISTS,SPARSE,HUZ,Pingtan,Huizhou,CN,23.05,114.6,6,0,0,0,0,,0,0,HUZ
EXISTS,SPARSE,WUZ,Xijiang,Wuzhou,CN,23.42,111.25,3.4,0,0,0,0,,0,0,WUZ
EXISTS,SPARSE,CIH,Wangcun,Changzhi,CN,36.25,113.13,3.2,0,0,0,0,,0,0,CIH
EXISTS,SPARSE,AKA,Wulipu,Ankang,CN,32.71,108.93,2.6,0,0,0,0,,0,0,AKA
EXISTS,MID,GPA,Araxos,Patras,GR,38.15,21.42,0.3,0,0,0,0,,0,0,GPA
EXISTS,MID,EFL,Kefalonia,Kefalonia,GR,38.12,20.5,0.04,1,0,0,0,,0,0,EFL
EXISTS,MID,PVK,Aktion,Preveza,GR,38.93,20.77,0.06,1,0,0,0,,0,0,PVK
EXISTS,MID,JSI,Skiathos,Skiathos,GR,39.18,23.5,0.01,1,0,0,0,,0,0,JSI
EXISTS,DENSE,SDR,Seve Ballesteros,Santander,ES,43.43,-3.82,0.3,0,0,0,0,,0,0,SDR
EXISTS,DENSE,MJV,Region de Murcia,Murcia,ES,37.8,-0.81,0.6,0,0,0,0,,0,0,MJV
EXISTS,DENSE,LEI,Almeria,Almeria,ES,36.84,-2.37,0.2,1,0,0,0,,0,0,LEI
EXISTS,DENSE,SPC,La Palma,La Palma,ES,28.63,-17.76,0.08,1,0,0,0,,0,0,SPC
EXISTS,DENSE,HAU,Haugesund Karmoy,Haugesund,NO,59.34,5.21,0.1,0,0,0,0,,0,0,HAU
EXISTS,DENSE,EVE,Harstad/Narvik Evenes,Harstad,NO,68.49,16.68,0.05,0,0,0,0,,0,0,EVE
EXISTS,DENSE,INV,Inverness,Inverness,GB,57.54,-4.05,0.07,0,0,0,0,,0,0,INV
EXISTS,DENSE,ABZ,Aberdeen Dyce,Aberdeen,GB,57.2,-2.2,0.5,0,0,0,0,,0,0,ABZ
EXISTS,DENSE,KOI,Kirkwall,Kirkwall,GB,58.96,-2.9,0.02,1,0,0,0,,0,0,KOI
EXISTS,DENSE,LSI,Sumburgh,Shetland,GB,59.88,-1.3,0.02,1,0,0,0,,0,0,LSI
EXISTS,DENSE,ORK,Cork,Cork,IE,51.84,-8.49,0.3,0,0,0,0,,0,0,ORK
EXISTS,DENSE,NOC,Ireland West Knock,Knock,IE,53.91,-8.82,0.05,0,0,0,0,,0,0,NOC
EXISTS,DENSE,RNS,Rennes Saint-Jacques,Rennes,FR,48.07,-1.73,0.7,0,0,0,0,,0,0,RNS
EXISTS,DENSE,BIQ,Biarritz Pays Basque,Biarritz,FR,43.47,-1.53,0.3,1,0,0,0,,0,0,BIQ
EXISTS,DENSE,CFE,Clermont-Ferrand Auvergne,Clermont-Ferrand,FR,45.79,3.17,0.5,0,0,0,0,,0,0,CFE
EXISTS,DENSE,AJA,Ajaccio Napoleon,Ajaccio,FR,41.92,8.8,0.08,1,0,0,0,,0,0,AJA
EXISTS,DENSE,BIA,Bastia Poretta,Bastia,FR,42.55,9.48,0.06,1,0,0,0,,0,0,BIA
EXISTS,MID,CEE,Cherepovets,Cherepovets,RU,59.27,38.02,0.3,0,0,0,0,,0,0,CEE
EXISTS,MID,ESL,Elista,Elista,RU,46.37,44.33,0.1,0,0,0,0,,0,0,ESL
EXISTS,MID,DYR,Ugolny,Anadyr,RU,64.73,177.74,0.015,0,0,0,0,,0,0,DYR
EXISTS,SPARSE,DIU,Diu,Diu,IN,20.71,70.92,0.05,1,0,0,0,,0,0,DIU
EXISTS,SPARSE,PBD,Porbandar,Porbandar,IN,21.65,69.66,0.2,0,0,0,0,,0,0,PBD
EXISTS,SPARSE,TEZ,Tezpur,Tezpur,IN,26.71,92.78,0.1,0,0,0,0,,0,0,TEZ
EXISTS,SPARSE,RUP,Rupsi,Dhubri,IN,26.14,89.95,0.1,0,0,0,0,,0,0,RUP
