verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
ADD,DENSE,DLG,Dillingham,Dillingham,US,59.04,-158.5,0.005,0,0,0,166,NRT,5043,404,HOM
ADD,DENSE,BRW,Wiley Post-Will Rogers,Utqiagvik,US,71.28,-156.77,0.005,0,0,0,160,NRT,5310,541,OTZ
WEAK,DENSE,GCN,Grand Canyon National Park,Grand Canyon,US,35.95,-112.15,0.001,1,0,0,117,LAX,612,126,PGA
WEAK,DENSE,AKN,King Salmon,King Salmon,US,58.68,-156.65,0.002,0,0,0,103,NRT,5148,314,HOM
DUPLICATE,DENSE,AZA,Phoenix-Mesa Gateway,Mesa,US,33.31,-111.66,4.9,0,0,0,7426,LAX,628,36,PHX
DUPLICATE,DENSE,PVD,T.F. Green,Providence,US,41.73,-71.42,1.6,0,0,0,6013,JFK,232,79,BOS
DUPLICATE,DENSE,SFB,Orlando Sanford Intl,Sanford,US,28.78,-81.24,2.6,1,0,0,5874,JFK,1483,40,MCO
DUPLICATE,DENSE,PHF,Newport News/Williamsburg,Newport News,US,37.13,-76.49,1.7,0,0,0,5758,JFK,455,49,ORF
DUPLICATE,DENSE,ORH,Worcester Regional,Worcester,US,42.27,-71.87,0.5,0,0,0,3350,JFK,241,72,BOS
DUPLICATE,DENSE,TTN,Trenton-Mercer,Trenton,US,40.28,-74.81,0.4,0,0,0,3152,JFK,96,58,PHL
DUPLICATE,DENSE,MHT,Manchester-Boston Regional,Manchester,US,42.93,-71.44,0.42,0,0,0,2991,JFK,320,72,BOS
DUPLICATE,DENSE,LAN,Capital Region Intl,Lansing,US,42.78,-84.59,0.46,0,0,0,2602,JFK,928,72,FNT
DUPLICATE,DENSE,PVU,Provo,Provo,US,40.22,-111.72,0.7,0,0,0,2581,LAX,915,67,SLC
DUPLICATE,DENSE,BRO,Brownsville/South Padre,Brownsville,US,25.91,-97.43,0.42,0,0,0,2552,MEX,739,42,HRL
DUPLICATE,DENSE,MBS,MBS Intl,Saginaw,US,43.53,-84.08,0.4,0,0,0,2439,JFK,908,68,FNT
DUPLICATE,DENSE,LBE,Arnold Palmer Regional,Latrobe,US,40.28,-79.4,0.3,0,0,0,2402,JFK,477,74,PIT
DUPLICATE,DENSE,GRK,Killeen-Fort Hood,Killeen,US,31.07,-97.83,0.45,0,0,0,2265,MEX,1299,46,GTU
DUPLICATE,DENSE,APF,Naples Municipal,Naples,US,26.15,-81.77,0.4,1,0,0,2151,JFK,1772,43,RSW
DUPLICATE,DENSE,IAG,Niagara Falls Intl,Niagara Falls,US,43.1,-78.95,0.2,1,0,0,2134,JFK,508,25,BUF
DUPLICATE,DENSE,SBP,San Luis Obispo Co. Regional,San Luis Obispo,US,35.24,-120.64,0.28,0,0,0,2003,LAX,251,41,SMX
DUPLICATE,DENSE,CMI,University of Illinois Willard,Champaign,US,40.04,-88.28,0.23,0,0,0,1696,JFK,1229,62,MTO
DUPLICATE,DENSE,ECP,Northwest Florida Beaches,Panama City Beach,US,30.36,-85.8,0.2,1,0,0,1593,JFK,1575,20,PFN
DUPLICATE,DENSE,PGD,Punta Gorda,Punta Gorda,US,26.92,-81.99,0.18,1,0,0,1467,JFK,1702,48,RSW
DUPLICATE,DENSE,FLG,Flagstaff Pulliam,Flagstaff,US,35.14,-111.67,0.14,1,0,0,1378,LAX,631,87,PRC
DUPLICATE,DENSE,SAF,Santa Fe Regional,Santa Fe,US,35.62,-106.09,0.15,1,0,0,1237,MEX,1926,33,LAM
DUPLICATE,DENSE,BQK,Brunswick Golden Isles,Brunswick,US,31.26,-81.47,0.1,1,0,0,1222,JFK,1251,88,JAX
DUPLICATE,DENSE,SPS,Wichita Falls Regional,Wichita Falls,US,33.99,-98.49,0.15,0,0,0,1209,MEX,1619,65,LAW
DUPLICATE,DENSE,HHH,Hilton Head,Hilton Head,US,32.22,-80.7,0.05,1,0,0,894,JFK,1122,48,SAV
DUPLICATE,DENSE,HIB,Range Regional,Hibbing,US,47.39,-92.84,0.08,0,0,0,892,JFK,1693,78,DLH
DUPLICATE,DENSE,GUC,Gunnison-Crested Butte,Gunnison,US,38.53,-106.93,0.02,1,0,0,450,LAX,1147,77,ASE
DUPLICATE,DENSE,MKK,Molokai,Molokai,US,21.15,-157.1,0.007,1,0,0,185,NRT,6220,75,OGG
DUPLICATE,DENSE,LNY,Lanai,Lanai,US,20.79,-156.95,0.003,1,0,0,121,NRT,6254,55,OGG
EXISTS,DENSE,SAW,Sawyer Intl,Marquette,US,46.35,-87.4,0.07,0,0,0,0,,0,0,SAW
