code,name,city,country,lat,lon,population,leisure
JZH,Jiuzhaigou Huanglong,Jiuzhaigou,CN,32.85,103.68,0.2,1
WXN,Wuqiao,Wanzhou,CN,30.84,108.41,1.6,0
ACX,Wanfenglin,Xingyi,CN,25.09,104.96,0.9,0
AVA,Huangguoshu,Anshun,CN,26.26,105.87,2.5,1
TEN,Fenghuangshan,Tongren,CN,27.88,109.31,3.1,0
KJH,Huangping,Kaili,CN,26.97,107.99,1.3,0
BFJ,Feixiong,Bijie,CN,27.27,105.47,6.0,0
LPF,Yuezhao,Liupanshui,CN,26.61,104.97,2.8,0
HZG,Chenggu,Hanzhong,CN,33.13,107.01,3.2,0
ENY,Nanniwan,Yan'an,CN,36.64,109.55,2.0,0
UYN,Yuyang,Yulin,CN,38.27,109.59,3.6,0
DNH,Mogao,Dunhuang,CN,40.16,94.81,0.2,1
JGN,Jiayuguan,Jiayuguan,CN,39.86,98.34,0.3,1
ZHY,Shapotou,Zhongwei,CN,37.57,105.15,1.1,1
KRL,Korla,Korla,CN,41.70,86.13,0.6,0
AKU,Aksu,Aksu,CN,41.26,80.29,0.6,0
KHG,Kashgar,Kashgar,CN,39.54,76.02,0.7,0
HTN,Hotan,Hotan,CN,37.04,79.86,0.4,0
YIN,Yining,Yining,CN,43.96,81.33,0.6,0
KRY,Karamay,Karamay,CN,45.47,84.95,0.4,0
HMI,Hami,Hami,CN,42.84,93.67,0.6,0
KJI,Kanas,Burqin,CN,48.22,86.99,0.1,1
XFN,Liuji,Xiangyang,CN,32.15,112.29,5.5,0
ENH,Xujiaping,Enshi,CN,30.32,109.49,3.4,1
LHK,Wudangshan,Shiyan,CN,32.59,110.91,3.4,1
YIH,Sanxia,Yichang,CN,30.56,111.48,4.0,0
HJJ,Zhijiang,Huaihua,CN,27.44,109.70,4.9,0
CGD,Taohuayuan,Changde,CN,28.92,111.64,5.3,0
HNY,Nanyue,Hengyang,CN,26.91,112.62,6.6,0
JGS,Jinggangshan,Ji'an,CN,26.86,114.74,1.0,1
JDZ,Luojia,Jingdezhen,CN,29.34,117.18,1.6,1
JIU,Lushan,Jiujiang,CN,29.48,115.80,4.6,1
WEH,Dashuibo,Weihai,CN,37.19,122.23,2.9,1
YNT,Penglai,Yantai,CN,37.40,121.37,7.1,0
WEF,Nanyuan,Weifang,CN,36.65,119.12,9.4,0
JNG,Da'an,Jining,CN,35.29,116.35,8.4,0
LYI,Qiyang,Linyi,CN,35.05,118.41,11.0,0
RIZ,Shanzihe,Rizhao,CN,35.40,119.32,2.9,1
LYA,Beijiao,Luoyang,CN,34.74,112.39,7.0,0
NNY,Jiangying,Nanyang,CN,32.98,112.62,9.7,0
DAT,Yungang,Datong,CN,40.06,113.48,3.1,0
WUT,Wutaishan,Xinzhou,CN,38.60,112.97,2.7,1
YCU,Zhangxiao,Yuncheng,CN,35.12,111.03,4.8,0
